CD8A_CHST15,IFNG_KCTD14,CXCL13_CH25H,CXCL13_EPHX3,IFNG_LRRC4,IFNG_FKBP1B,CXCL13_GEM,CXCL13_B3GNT5,CXCL13_GNA15,CD8A_GBGT1,CD8A_GEM,IFNG_CCDC3,IFNG_CD302,CXCL13_LPAR1,CXCL9_LRRC4,CD8A_LYNX1,CD8A_LPAR1,IFNG_RFLNB,TBX21_LRRC4,CD8A_SULF2,CXCL13_THBD,CD8A_PRR5L,IFNG_TNF,CCL5_RASL12,CD8A_RAPGEF3,response
0.8460757156626237,0.16627853993423525,6.574416270171691,3.1385329564519333,1.1295216194880158,1.4279647678856713,3.7166045429604426,1.9281908532276737,1.8093135453124796,2.4089359967126702,4.1656741475580805,1.9860410539191,0.2037708358152669,4.108110399776325,5.062828146724949,3.7845633390374496,4.5647110865866765,0.3387492805478846,1.0388406164863655,0.6096009678196628,2.112788657952874,1.9873505302578753,0.5610697994257103,7.322570453812517,4.827608975694097,1.0
0.2863506426011618,0.08207374700420722,2.982388667773107,3.2758529514499046,0.25654198950038243,0.08785099811619765,0.48403155446046175,0.9561544961123124,1.5469655588047115,1.9047766760687068,0.3710908566272039,0.023387113534386866,0.004518261028390873,1.8572382408814057,2.770074037054122,0.20370955851010414,1.5509709035382264,0.04258965313532567,0.3282321358200602,0.16182127707988805,0.4104854252729373,0.664928491636902,0.44852141929154116,2.7776101086538953,1.541196969469741,0.0
0.25145773477360633,0.493823204946936,2.988046293543896,3.4827036228593378,0.6315081818069354,0.15538097543908863,1.0752650744603307,1.0056515134207766,1.2883077026417602,1.1065166262287476,0.6487932324201604,0.2512656935196846,0.08311832073134842,1.966020943721827,5.731740793773714,0.5962510392992235,1.3167230041997078,0.16687246148934096,0.5802872342897574,0.1680315750762939,1.2217519106597108,1.206899241295651,0.3481505244951099,4.552843150294126,1.9726829120768579,0.0
0.04717920519912777,0.033159127443017966,2.30192885029818,2.1489403574024464,0.12969296676877648,0.09863804377754122,0.05310735467838706,0.1511420682984523,0.42129701409962494,0.2647348702681321,0.05535494313916521,0.035045949742820534,0.02878198269925009,0.5180324999088308,2.9761992332383715,0.7784532502650853,0.5366866135209685,0.019520178513717467,0.06225861691238396,0.013543036045285943,0.11731361842537061,0.17349433857140362,0.35290166589079675,0.8515682641861465,0.42528284025643376,0.0
1.755581870242206,0.515936237168007,7.027321907056714,5.628651018617747,3.1811275894444964,2.3843283765613466,2.6793252727682844,1.7694440194158823,2.2107955564859085,4.449267285578036,4.7632514003961495,2.4519972410048636,0.4515330864100802,3.135601492265168,7.407133542457106,4.316854184110917,5.273789215377564,1.0231909068974394,1.0870305439950634,3.0693034313257805,3.329637603166361,2.784731886582978,1.9352924490014896,7.299078456415894,4.035535473166833,0.0
2.070099903182317,0.9991263653617901,7.245812867118595,4.746268520012941,2.305431386102566,1.2503961968168211,3.3821553334859265,5.0502571933753675,4.51212729494355,3.3128802422673402,3.1462570744877705,0.6000196608767444,0.41386694955717457,4.70107143120968,7.056945465865862,3.178763995299174,4.448790579305197,0.8777745180294929,1.0861277049014146,1.7655822023566947,3.4672830026908508,2.7261629972630237,1.2091777676645308,5.30864157785516,5.29079496026223,0.0
0.014099138470833703,1.1223602857830702e-07,0.5841896982713758,1.4915345176512713,2.128392367393992e-07,6.990598065813216e-08,0.07079601553588154,0.2758666434717632,0.37449250180784116,0.22839763588228543,0.0804999549489932,2.5935138713527222e-08,9.76785669152594e-08,0.23549011290549954,1.626760995000455,0.5703039924877084,0.2657909174559462,5.766497928963546e-08,0.040632089131455267,0.023098663575104334,0.030366776153165326,0.249560003569335,9.68113710819158e-07,0.43467693498777976,0.12632864765584756,0.0
0.9505636317324372,1.4511326894427796,24.292078299052516,5.56149419329097,6.68908868365883,1.0669813617076498,4.81673909267635,2.507785962456291,3.3203640869038202,1.354868968517519,2.165144717284469,3.846324384976964,0.32669600007294197,4.142737077639944,9.720158250534142,4.606336568235316,1.6491542719455479,2.033864480519356,2.33914827837385,0.2669593035855171,3.8685293048823217,0.8706530975969211,1.7674330989077962,5.095090476627219,1.786525398262308,0.0
0.5833118895161548,0.5999190035710018,4.148385726000149,3.4590304896877124,0.8607508443871166,1.1549458316371903,1.060473984674116,0.8671711129799695,1.9235316232863455,1.9844635939469237,1.1986084035177058,0.2063167807209454,0.0928495528300371,2.9714756597837866,7.26195032249681,1.835399012012835,3.196042417130754,0.15132577378999618,0.9655397130307914,0.4156966337957942,0.9568665483854325,1.276600207024901,0.2561432497171781,4.330861807234493,3.5034169836253315,1.0
0.40911786087324853,0.03257255424013756,0.7798322323863914,1.1494761505259234,0.27148463022378105,0.15175178118459628,0.06735162531792742,0.1363954708731631,0.5018460351341534,1.6145501863123444,0.4916300505621271,0.023307188251292046,0.04899210683928879,0.0878326197211267,3.9691366040581797,2.46929867111157,0.61664855916852,0.05187797096449227,0.14777276546404092,0.12669941534667375,0.20641069851969046,1.282600329313355,0.3529016327164004,2.171254219321601,1.0972953896347577,0.0
