,FPR,TPR,AUC,model
30,0.1386861313868613,0.36792452830188677,0.7254682550612863,GNB
31,0.1386861313868613,0.37735849056603776,0.7254682550612863,GNB
32,0.145985401459854,0.37735849056603776,0.7254682550612863,GNB
33,0.145985401459854,0.39622641509433965,0.7254682550612863,GNB
34,0.14963503649635038,0.39622641509433965,0.7254682550612863,GNB
35,0.14963503649635038,0.42452830188679247,0.7254682550612863,GNB
36,0.15328467153284672,0.42452830188679247,0.7254682550612863,GNB
37,0.15328467153284672,0.44339622641509435,0.7254682550612863,GNB
38,0.16423357664233576,0.44339622641509435,0.7254682550612863,GNB
39,0.16423357664233576,0.4528301886792453,0.7254682550612863,GNB
40,0.1678832116788321,0.4528301886792453,0.7254682550612863,GNB
41,0.1678832116788321,0.46226415094339623,0.7254682550612863,GNB
42,0.17153284671532848,0.46226415094339623,0.7254682550612863,GNB
43,0.17153284671532848,0.4716981132075472,0.7254682550612863,GNB
44,0.17518248175182483,0.4716981132075472,0.7254682550612863,GNB
45,0.17518248175182483,0.4811320754716981,0.7254682550612863,GNB
46,0.18248175182481752,0.4811320754716981,0.7254682550612863,GNB
47,0.18248175182481752,0.5094339622641509,0.7254682550612863,GNB
48,0.19708029197080293,0.5094339622641509,0.7254682550612863,GNB
49,0.19708029197080293,0.5283018867924528,0.7254682550612863,GNB
50,0.20802919708029197,0.5283018867924528,0.7254682550612863,GNB
51,0.20802919708029197,0.5377358490566038,0.7254682550612863,GNB
52,0.2116788321167883,0.5377358490566038,0.7254682550612863,GNB
53,0.2116788321167883,0.5566037735849056,0.7254682550612863,GNB
54,0.22627737226277372,0.5566037735849056,0.7254682550612863,GNB
55,0.22627737226277372,0.5660377358490566,0.7254682550612863,GNB
56,0.22992700729927007,0.5660377358490566,0.7254682550612863,GNB
57,0.22992700729927007,0.5754716981132075,0.7254682550612863,GNB
58,0.23357664233576642,0.5754716981132075,0.7254682550612863,GNB
59,0.23357664233576642,0.5849056603773585,0.7254682550612863,GNB
60,0.24817518248175183,0.5849056603773585,0.7254682550612863,GNB
61,0.24817518248175183,0.5943396226415094,0.7254682550612863,GNB
62,0.2518248175182482,0.5943396226415094,0.7254682550612863,GNB
63,0.2518248175182482,0.6132075471698113,0.7254682550612863,GNB
64,0.2591240875912409,0.6132075471698113,0.7254682550612863,GNB
65,0.2591240875912409,0.6320754716981132,0.7254682550612863,GNB
66,0.27007299270072993,0.6320754716981132,0.7254682550612863,GNB
67,0.27007299270072993,0.6415094339622641,0.7254682550612863,GNB
68,0.2846715328467153,0.6415094339622641,0.7254682550612863,GNB
69,0.2846715328467153,0.6509433962264151,0.7254682550612863,GNB
70,0.3029197080291971,0.6509433962264151,0.7254682550612863,GNB
71,0.3029197080291971,0.660377358490566,0.7254682550612863,GNB
72,0.3102189781021898,0.660377358490566,0.7254682550612863,GNB
73,0.3102189781021898,0.6698113207547169,0.7254682550612863,GNB
74,0.32116788321167883,0.6698113207547169,0.7254682550612863,GNB
75,0.32116788321167883,0.6792452830188679,0.7254682550612863,GNB
76,0.35766423357664234,0.6792452830188679,0.7254682550612863,GNB
77,0.35766423357664234,0.6886792452830188,0.7254682550612863,GNB
78,0.3613138686131387,0.6886792452830188,0.7254682550612863,GNB
79,0.3613138686131387,0.6981132075471698,0.7254682550612863,GNB
80,0.40145985401459855,0.6981132075471698,0.7254682550612863,GNB
81,0.40145985401459855,0.7169811320754716,0.7254682550612863,GNB
82,0.4124087591240876,0.7169811320754716,0.7254682550612863,GNB
83,0.4124087591240876,0.7264150943396226,0.7254682550612863,GNB
84,0.4197080291970803,0.7264150943396226,0.7254682550612863,GNB
85,0.4197080291970803,0.7641509433962265,0.7254682550612863,GNB
86,0.44525547445255476,0.7641509433962265,0.7254682550612863,GNB
87,0.44525547445255476,0.7735849056603774,0.7254682550612863,GNB
88,0.4635036496350365,0.7735849056603774,0.7254682550612863,GNB
89,0.4635036496350365,0.7924528301886793,0.7254682550612863,GNB
90,0.4744525547445255,0.7924528301886793,0.7254682550612863,GNB
91,0.4744525547445255,0.8018867924528302,0.7254682550612863,GNB
92,0.4781021897810219,0.8018867924528302,0.7254682550612863,GNB
93,0.4781021897810219,0.8207547169811321,0.7254682550612863,GNB
94,0.4854014598540146,0.8207547169811321,0.7254682550612863,GNB
95,0.4854014598540146,0.8301886792452831,0.7254682550612863,GNB
96,0.5328467153284672,0.8301886792452831,0.7254682550612863,GNB
97,0.5328467153284672,0.839622641509434,0.7254682550612863,GNB
98,0.5620437956204379,0.839622641509434,0.7254682550612863,GNB
99,0.5620437956204379,0.8490566037735849,0.7254682550612863,GNB
